Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per trade,Average Loss per trade,Risk Reward ratio,Expectancy,Average ROR per trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,6.065863453815262,-6.065863453815262,-1.0,6.065863453815262,13.582788766134689,0.40836440810795316,552.0500000000001,8.493076923076924,0.0016796300493102656,0.00019776461046131194
